scaffold	start	end	mid	sites	lnL
WW_tarseq_419_arrow	2783741	2787268	2785414	50	-1115.59966
WW_tarseq_419_arrow	2787298	2793998	2790234	50	-1033.43295
WW_tarseq_419_arrow	2794043	2796091	2794943	50	-845.16699
WW_tarseq_419_arrow	2796128	2799918	2797692	50	-1286.75198
WW_tarseq_419_arrow	2799919	2802488	2800985	50	-954.13504
WW_tarseq_419_arrow	2802504	2803734	2803099	50	-1019.34784
WW_tarseq_419_arrow	2803755	2806903	2805384	50	-1025.04342
WW_tarseq_419_arrow	2806919	2808352	2807686	50	-975.94584
WW_tarseq_419_arrow	2808363	2814698	2810547	50	-1137.71527
WW_tarseq_419_arrow	2814711	2817080	2816026	50	-762.79340
WW_tarseq_419_arrow	2817103	2821917	2818466	50	-933.74471
WW_tarseq_419_arrow	2821983	2823731	2822707	50	-425.94390
WW_tarseq_419_arrow	2823891	2825925	2824895	50	-409.51754
WW_tarseq_419_arrow	2825932	2828086	2827183	50	-589.70971
WW_tarseq_419_arrow	2828118	2830721	2829592	50	-1090.06843
WW_tarseq_419_arrow	2830726	2832325	2831399	50	-1063.71979
WW_tarseq_419_arrow	2832456	2834815	2833556	50	-639.45229
WW_tarseq_419_arrow	2834826	2837133	2836017	50	-454.19868
WW_tarseq_419_arrow	2837135	2839529	2838172	50	-479.40331
WW_tarseq_419_arrow	2839627	2842665	2840909	50	-673.76802
WW_tarseq_419_arrow	2842667	2846460	2844153	50	-642.25074
WW_tarseq_419_arrow	2846501	2849041	2847750	50	-709.98749
WW_tarseq_419_arrow	2849046	2852574	2851059	50	-916.14936
WW_tarseq_419_arrow	2852767	2854353	2853640	50	-814.42405
WW_tarseq_419_arrow	2854420	2855918	2855324	50	-1283.65988
WW_tarseq_419_arrow	2855925	2860067	2857451	50	-842.66080
WW_tarseq_419_arrow	2860101	2862692	2861806	50	-673.77208
WW_tarseq_419_arrow	2863412	2868352	2866130	50	-977.74747
WW_tarseq_419_arrow	2868413	2870947	2869755	50	-799.72145
WW_tarseq_419_arrow	2870956	2873353	2872386	50	-801.96420
WW_tarseq_419_arrow	2873359	2874969	2874050	50	-915.02072
WW_tarseq_419_arrow	2874978	2876232	2875513	50	-719.97056
WW_tarseq_419_arrow	2876242	2878221	2877224	50	-865.55476
WW_tarseq_419_arrow	2878253	2881151	2879923	50	-768.80578
WW_tarseq_419_arrow	2881153	2884723	2883407	50	-647.62074
WW_tarseq_419_arrow	2884724	2886823	2885618	50	-817.09881
WW_tarseq_419_arrow	2886928	2889802	2888308	50	-1132.23978
WW_tarseq_419_arrow	2889806	2891476	2890508	50	-921.38355
WW_tarseq_419_arrow	2891482	2894733	2893129	50	-995.38959
WW_tarseq_419_arrow	2894807	2897240	2896083	50	-824.88500
WW_tarseq_419_arrow	2897295	2899803	2898362	50	-797.98454
WW_tarseq_419_arrow	2899922	2901729	2900879	50	-1038.79905
WW_tarseq_419_arrow	2901731	2905078	2903600	50	-807.37894
WW_tarseq_419_arrow	2905147	2908206	2906848	50	-773.48207
WW_tarseq_419_arrow	2908208	2910742	2909454	50	-830.57006
WW_tarseq_419_arrow	2910743	2913768	2912156	50	-736.86468
WW_tarseq_419_arrow	2913813	2918294	2915773	50	-1000.88844
WW_tarseq_419_arrow	2918305	2920903	2919322	50	-708.46078
WW_tarseq_419_arrow	2921196	2923149	2922168	50	-484.20429
WW_tarseq_419_arrow	2923156	2926586	2925097	50	-948.62675
WW_tarseq_419_arrow	2926615	2929625	2928003	50	-1024.76437
WW_tarseq_419_arrow	2929751	2931187	2930536	50	-747.66179
WW_tarseq_419_arrow	2931230	2934432	2932844	50	-944.72741
WW_tarseq_419_arrow	2934540	2937478	2935867	50	-832.65360
WW_tarseq_419_arrow	2937631	2939633	2938701	50	-877.44944
WW_tarseq_419_arrow	2939768	2943598	2941593	50	-873.41475
WW_tarseq_419_arrow	2943612	2947110	2945360	50	-983.30159
WW_tarseq_419_arrow	2947203	2951934	2949263	50	-719.26574
WW_tarseq_419_arrow	2951970	2955269	2953637	50	-573.97084
WW_tarseq_419_arrow	2955319	2957742	2956271	50	-1102.77737
WW_tarseq_419_arrow	2957745	2964088	2961414	50	-642.70820
WW_tarseq_419_arrow	2964091	2969442	2966863	50	-1021.08013
WW_tarseq_419_arrow	2969518	2972097	2970829	50	-1007.88234
WW_tarseq_419_arrow	2972184	2979701	2976244	50	-1047.51489
WW_tarseq_419_arrow	2979725	2981524	2980546	50	-710.69367
WW_tarseq_419_arrow	2981546	2982621	2981977	50	-769.00356
WW_tarseq_419_arrow	2982635	2985608	2983799	50	-605.43816
WW_tarseq_419_arrow	2985619	2991542	2988275	50	-735.31683
WW_tarseq_419_arrow	2991582	2994935	2993276	50	-588.52343
WW_tarseq_419_arrow	2994937	2998570	2997014	50	-768.30683
WW_tarseq_419_arrow	2998576	3000993	2999856	50	-522.22736
WW_tarseq_419_arrow	3001003	3003544	3002200	50	-411.60804
WW_tarseq_419_arrow	3003612	3005823	3004573	50	-1128.05418
WW_tarseq_419_arrow	3005873	3009326	3008094	50	-1218.86936
WW_tarseq_419_arrow	3009329	3012311	3010794	50	-817.99852
WW_tarseq_419_arrow	3012647	3018545	3015607	50	-747.34805
WW_tarseq_419_arrow	3018589	3024522	3021107	50	-859.60042
WW_tarseq_419_arrow	3024775	3028335	3026496	50	-767.76952
WW_tarseq_419_arrow	3028350	3031209	3029911	50	-1071.50383
WW_tarseq_419_arrow	3031233	3034128	3032257	50	-946.02647
WW_tarseq_419_arrow	3034178	3040107	3035957	50	-938.69233
WW_tarseq_419_arrow	3040202	3043523	3041693	50	-583.59935
WW_tarseq_419_arrow	3043527	3045063	3044454	50	-742.25457
WW_tarseq_419_arrow	3045080	3050246	3046783	50	-665.41573
WW_tarseq_419_arrow	3050306	3059830	3056746	50	-837.53329
WW_tarseq_419_arrow	3059875	3063790	3061592	50	-665.92402
WW_tarseq_419_arrow	3063795	3068642	3066435	50	-867.39868
WW_tarseq_419_arrow	3068705	3071641	3070172	50	-746.06954
WW_tarseq_419_arrow	3071658	3076674	3074098	50	-849.22768
WW_tarseq_419_arrow	3076755	3080560	3078370	50	-825.29737
WW_tarseq_419_arrow	3081153	3085938	3083883	50	-587.43473
WW_tarseq_419_arrow	3086024	3091147	3089024	50	-596.41340
WW_tarseq_419_arrow	3091165	3094246	3093086	50	-869.25907
WW_tarseq_419_arrow	3094255	3098305	3095996	50	-1005.61766
WW_tarseq_419_arrow	3098445	3101704	3099804	50	-969.40083
WW_tarseq_419_arrow	3101828	3104907	3103616	50	-940.03023
WW_tarseq_419_arrow	3104958	3110611	3107644	50	-407.30072
WW_tarseq_419_arrow	3110612	3114384	3112593	50	-319.80314
WW_tarseq_419_arrow	3114403	3117002	3115798	50	-325.06470
WW_tarseq_419_arrow	3117016	3123032	3120464	50	-663.91425
WW_tarseq_419_arrow	3123136	3126753	3125046	50	-729.41916
WW_tarseq_419_arrow	3126877	3129633	3128682	50	-900.69626
WW_tarseq_419_arrow	3129673	3132081	3130844	50	-799.92042
WW_tarseq_419_arrow	3132123	3134249	3132998	50	-475.58885
WW_tarseq_419_arrow	3134279	3137622	3135906	50	-508.70980
WW_tarseq_419_arrow	3137625	3139384	3138372	50	-535.85289
WW_tarseq_419_arrow	3139431	3141599	3140490	50	-551.80093
WW_tarseq_419_arrow	3141600	3144612	3143319	50	-929.32074
WW_tarseq_419_arrow	3144664	3147825	3145980	50	-860.66550
WW_tarseq_419_arrow	3147828	3151777	3149552	50	-758.14941
WW_tarseq_419_arrow	3151986	3157025	3154779	50	-803.38750
WW_tarseq_419_arrow	3157032	3160486	3158744	50	-756.79075
WW_tarseq_419_arrow	3160511	3164307	3162715	50	-932.54803
WW_tarseq_419_arrow	3164313	3167508	3165797	50	-828.51123
WW_tarseq_419_arrow	3167678	3171424	3169454	50	-842.36292
WW_tarseq_419_arrow	3171599	3174991	3173123	50	-668.01392
WW_tarseq_419_arrow	3175003	3177307	3176206	50	-344.18957
WW_tarseq_419_arrow	3177394	3179638	3178361	50	-404.60155
WW_tarseq_419_arrow	3179649	3181493	3180682	50	-889.98571
WW_tarseq_419_arrow	3181525	3185223	3182912	50	-1030.00818
WW_tarseq_419_arrow	3185317	3189714	3187609	50	-841.93913
WW_tarseq_419_arrow	3189832	3193923	3191942	50	-973.59227
WW_tarseq_419_arrow	3193942	3197457	3195762	50	-877.63941
WW_tarseq_419_arrow	3197486	3200004	3198531	50	-678.12109
WW_tarseq_419_arrow	3200056	3203375	3201505	50	-768.51147
WW_tarseq_419_arrow	3203390	3209257	3206818	50	-817.48719
WW_tarseq_419_arrow	3209608	3213354	3211813	50	-862.72419
WW_tarseq_419_arrow	3213358	3217814	3215404	50	-906.81522
WW_tarseq_419_arrow	3218060	3224550	3221253	50	-715.29571
WW_tarseq_419_arrow	3224735	3228166	3226295	50	-473.73537
WW_tarseq_419_arrow	3228183	3230919	3229426	50	-630.72057
WW_tarseq_419_arrow	3231097	3237930	3234808	50	-722.68168
WW_tarseq_419_arrow	3237980	3242259	3240205	50	-1243.41407
WW_tarseq_419_arrow	3242266	3244132	3242938	50	-1052.92057
WW_tarseq_419_arrow	3244149	3250432	3248245	50	-955.31675
WW_tarseq_419_arrow	3250433	3254532	3252597	50	-773.83389
WW_tarseq_419_arrow	3254570	3259945	3257422	50	-622.74537
WW_tarseq_419_arrow	3259961	3267391	3263993	50	-688.61395
WW_tarseq_419_arrow	3267521	3272147	3269521	50	-403.57689
WW_tarseq_419_arrow	3272411	3277269	3274773	50	-567.52581
WW_tarseq_419_arrow	3277273	3281387	3279328	50	-496.81717
WW_tarseq_419_arrow	3281427	3283956	3282653	50	-542.13886
WW_tarseq_419_arrow	3283995	3286231	3284991	50	-480.63527
WW_tarseq_419_arrow	3286311	3293484	3289890	50	-675.66870
WW_tarseq_419_arrow	3293516	3295744	3294690	50	-921.01464
WW_tarseq_419_arrow	3295765	3297821	3296762	50	-697.60328
WW_tarseq_419_arrow	3297827	3299934	3298715	50	-832.21359
WW_tarseq_419_arrow	3300067	3302478	3301488	50	-1179.44053
WW_tarseq_419_arrow	3302528	3305241	3304148	50	-578.50104
WW_tarseq_419_arrow	3305331	3308674	3306922	50	-430.48735
WW_tarseq_419_arrow	3308680	3311354	3310176	50	-796.19304
WW_tarseq_419_arrow	3311404	3317672	3314770	50	-1018.67799
WW_tarseq_419_arrow	3317783	3323663	3320000	50	-698.60353
WW_tarseq_419_arrow	3323682	3328406	3326996	50	-1041.78744
WW_tarseq_419_arrow	3328428	3333615	3330441	50	-1069.54772
WW_tarseq_419_arrow	3333634	3336645	3335055	50	-925.88113
WW_tarseq_419_arrow	3336667	3339621	3338045	50	-1444.90979
WW_tarseq_419_arrow	3339626	3342535	3341031	50	-853.09613
WW_tarseq_419_arrow	3342608	3344895	3343808	50	-1077.74662
WW_tarseq_419_arrow	3344901	3348197	3346417	50	-1018.51663
WW_tarseq_419_arrow	3348291	3351364	3350092	50	-1052.49293
WW_tarseq_419_arrow	3351430	3353800	3352693	50	-956.89679
WW_tarseq_419_arrow	3353820	3357034	3355328	50	-1035.15855
WW_tarseq_419_arrow	3357039	3359537	3358445	50	-637.06468
WW_tarseq_419_arrow	3359637	3362959	3361225	50	-839.94634
WW_tarseq_419_arrow	3362962	3367731	3365244	50	-567.29172
WW_tarseq_419_arrow	3367734	3371126	3369421	50	-837.92216
WW_tarseq_419_arrow	3371297	3374535	3372720	50	-1218.10081
WW_tarseq_419_arrow	3374545	3379512	3377202	50	-1263.59373
WW_tarseq_419_arrow	3379551	3382820	3381613	50	-758.40690
WW_tarseq_419_arrow	3382848	3386223	3384710	50	-1049.15034
WW_tarseq_419_arrow	3386259	3389395	3387652	50	-1304.74319
WW_tarseq_419_arrow	3389445	3393447	3391164	50	-971.76286
WW_tarseq_419_arrow	3393504	3396002	3394866	50	-877.68997
WW_tarseq_419_arrow	3396008	3398935	3397549	50	-1023.27417
WW_tarseq_419_arrow	3398944	3402286	3400717	50	-868.42101
WW_tarseq_419_arrow	3402341	3404363	3403281	50	-644.64478
WW_tarseq_419_arrow	3404381	3409036	3405800	50	-1001.40758
WW_tarseq_419_arrow	3409038	3411329	3410267	50	-1107.18417
WW_tarseq_419_arrow	3411383	3413559	3412617	50	-831.53651
WW_tarseq_419_arrow	3413605	3416284	3415056	50	-956.50658
WW_tarseq_419_arrow	3416286	3418460	3417212	50	-785.98543
WW_tarseq_419_arrow	3418476	3421037	3419678	50	-916.70164
WW_tarseq_419_arrow	3421198	3423433	3422346	50	-960.34813
WW_tarseq_419_arrow	3423463	3426352	3424754	50	-859.87765
WW_tarseq_419_arrow	3426484	3430155	3428366	50	-872.32761
WW_tarseq_419_arrow	3430172	3433015	3431927	50	-792.50576
WW_tarseq_419_arrow	3433023	3436338	3434660	50	-597.79844
WW_tarseq_419_arrow	3436358	3439514	3437592	50	-749.02264
WW_tarseq_419_arrow	3439564	3442512	3440890	50	-694.19181
WW_tarseq_419_arrow	3442513	3444173	3443380	50	-1171.92054
WW_tarseq_419_arrow	3444224	3446891	3445625	50	-842.05292
WW_tarseq_419_arrow	3446903	3449683	3448554	50	-970.89286
WW_tarseq_419_arrow	3449689	3451933	3451132	50	-696.81747
WW_tarseq_419_arrow	3451963	3454903	3453503	50	-650.73022
WW_tarseq_419_arrow	3454935	3458429	3456314	50	-750.65681
WW_tarseq_419_arrow	3458452	3460685	3459521	50	-723.59621
WW_tarseq_419_arrow	3460695	3463521	3462211	50	-849.75621
WW_tarseq_419_arrow	3463599	3466733	3465142	50	-865.04579
WW_tarseq_419_arrow	3466787	3471307	3469111	50	-785.58977
WW_tarseq_419_arrow	3471757	3475948	3473793	50	-769.91456
WW_tarseq_419_arrow	3475963	3478539	3477101	50	-670.67390
WW_tarseq_419_arrow	3478712	3484201	3481245	50	-614.17022
WW_tarseq_419_arrow	3484284	3487630	3485677	50	-687.86829
WW_tarseq_419_arrow	3487696	3491780	3489401	50	-776.45323
WW_tarseq_419_arrow	3491789	3494954	3493904	50	-643.01252
WW_tarseq_419_arrow	3494959	3496777	3495693	50	-796.37139
WW_tarseq_419_arrow	3496781	3499274	3497884	50	-1010.84220
WW_tarseq_419_arrow	3499315	3501539	3500219	50	-1027.83779
WW_tarseq_419_arrow	3501718	3503579	3502625	50	-935.37999
WW_tarseq_419_arrow	3503585	3510084	3507486	50	-1140.13460
WW_tarseq_419_arrow	3510087	3513010	3511315	50	-842.65864
WW_tarseq_419_arrow	3513011	3518548	3515416	50	-868.07353
WW_tarseq_419_arrow	3518612	3524705	3521745	50	-1116.98499
WW_tarseq_419_arrow	3524706	3528402	3526652	50	-676.35299
WW_tarseq_419_arrow	3528417	3531631	3530150	50	-622.66655
WW_tarseq_419_arrow	3531640	3538110	3534400	50	-852.76706
WW_tarseq_419_arrow	3538281	3544072	3541644	50	-603.10319
WW_tarseq_419_arrow	3544256	3548472	3546116	50	-478.79814
WW_tarseq_419_arrow	3548511	3552233	3550146	50	-1319.18947
WW_tarseq_419_arrow	3552289	3555458	3553624	50	-918.88683
WW_tarseq_419_arrow	3557530	3559468	3558504	50	-1112.05303
WW_tarseq_419_arrow	3559543	3563233	3561226	50	-964.95502
WW_tarseq_419_arrow	3563246	3566092	3564769	50	-1092.45603
WW_tarseq_419_arrow	3566118	3570070	3568126	50	-1209.15491
WW_tarseq_419_arrow	3570086	3573395	3571570	50	-1116.65655
WW_tarseq_419_arrow	3573472	3577351	3575530	50	-1232.87876
WW_tarseq_419_arrow	3577410	3582328	3579636	50	-784.82992
WW_tarseq_419_arrow	3582359	3616308	3592910	50	-1178.97142
WW_tarseq_419_arrow	3616381	3627129	3621830	50	-1123.77192
WW_tarseq_419_arrow	3627134	3630481	3628953	50	-960.70088
WW_tarseq_419_arrow	3630501	3632885	3631903	50	-927.96196
WW_tarseq_419_arrow	3632894	3637123	3634552	50	-1071.03479
WW_tarseq_419_arrow	3637147	3641501	3639517	50	-940.73090
WW_tarseq_419_arrow	3641539	3643106	3642457	50	NA
WW_tarseq_419_arrow	3643172	3645999	3644900	50	-925.72988
WW_tarseq_419_arrow	3646005	3649680	3648356	50	-985.71626
WW_tarseq_419_arrow	3649911	3652535	3651259	50	-568.03510
WW_tarseq_419_arrow	3652638	3661834	3658233	50	-954.50378
WW_tarseq_419_arrow	3661837	3663152	3662489	50	-738.70491
WW_tarseq_419_arrow	3663183	3664568	3663741	50	-1009.63883
WW_tarseq_419_arrow	3664587	3666172	3665253	50	-640.64123
WW_tarseq_419_arrow	3666200	3667915	3667135	50	-623.81569
WW_tarseq_419_arrow	3667928	3669876	3668958	50	-745.23933
WW_tarseq_419_arrow	3669973	3673695	3671865	50	-994.26976
WW_tarseq_419_arrow	3673698	3676450	3674878	50	-983.60936
WW_tarseq_419_arrow	3676480	3680035	3678453	50	-684.71392
WW_tarseq_419_arrow	3680038	3682724	3681648	50	-801.87443
WW_tarseq_419_arrow	3682737	3684311	3683586	50	-746.87251
WW_tarseq_419_arrow	3684345	3686950	3685750	50	-910.51215
WW_tarseq_419_arrow	3686965	3691239	3689261	50	-697.97336
WW_tarseq_419_arrow	3691307	3696419	3693860	50	-1133.58986
WW_tarseq_419_arrow	3696450	3700753	3698658	50	-778.86914
WW_tarseq_419_arrow	3700770	3702840	3701827	50	-310.43682
WW_tarseq_419_arrow	3702913	3707293	3705426	50	-647.33585
WW_tarseq_419_arrow	3707309	3710276	3708545	50	-682.31904
WW_tarseq_419_arrow	3710308	3711997	3710891	50	-573.65560
WW_tarseq_419_arrow	3711999	3720333	3717680	50	-690.23826
WW_tarseq_419_arrow	3720357	3727393	3722160	50	-1736.42270
WW_tarseq_419_arrow	3727419	3731702	3730010	50	-1107.85483
WW_tarseq_419_arrow	3732067	3734364	3733434	50	-782.69140
WW_tarseq_419_arrow	3734448	3739249	3737026	50	-865.82138
WW_tarseq_419_arrow	3739334	3743984	3741294	50	-878.85307
WW_tarseq_419_arrow	3744370	3748131	3746143	50	-832.28696
WW_tarseq_419_arrow	3748157	3750602	3749358	50	-800.35365
WW_tarseq_419_arrow	3750612	3757880	3755247	50	-649.53438
WW_tarseq_419_arrow	3757939	3762001	3759917	50	-1009.86577
WW_tarseq_419_arrow	3762002	3764493	3763451	50	-1002.03445
WW_tarseq_419_arrow	3764495	3768429	3766624	50	-671.31156
WW_tarseq_419_arrow	3768446	3770992	3769789	50	-937.88260
WW_tarseq_419_arrow	3771024	3772472	3771675	50	-512.93326
WW_tarseq_419_arrow	3772521	3775476	3774311	50	-872.22369
WW_tarseq_419_arrow	3775537	3778192	3777028	50	-819.68665
WW_tarseq_419_arrow	3778217	3782281	3780621	50	-752.79941
WW_tarseq_419_arrow	3782286	3786490	3784064	50	-800.43254
WW_tarseq_419_arrow	3786502	3788410	3787598	50	-1252.76306
WW_tarseq_419_arrow	3788438	3790190	3789550	50	-1051.30736
WW_tarseq_419_arrow	3790193	3791721	3791082	50	-848.98021
WW_tarseq_419_arrow	3791761	3795307	3792990	50	-557.57434
WW_tarseq_419_arrow	3795353	3797833	3796617	50	-805.32150
WW_tarseq_419_arrow	3797869	3799483	3798766	50	-966.20692
WW_tarseq_419_arrow	3799503	3802549	3801019	50	-922.34127
WW_tarseq_419_arrow	3802667	3806822	3805226	50	-809.85390
WW_tarseq_419_arrow	3806846	3809114	3808161	50	-908.85604
WW_tarseq_419_arrow	3809188	3812013	3810985	50	-1068.61732
WW_tarseq_419_arrow	3812023	3814598	3813584	50	-755.23495
WW_tarseq_419_arrow	3814630	3817180	3815937	50	-661.63867
WW_tarseq_419_arrow	3817269	3822074	3819462	50	-845.40161
WW_tarseq_419_arrow	3822146	3825078	3823763	50	-705.29604
WW_tarseq_419_arrow	3825262	3829959	3827703	50	-603.62942
WW_tarseq_419_arrow	3829991	3833526	3831613	50	-723.58588
WW_tarseq_419_arrow	3833744	3840524	3835660	50	-753.21095
WW_tarseq_419_arrow	3840531	3867780	3860994	50	-734.26453
WW_tarseq_419_arrow	3867811	3871799	3870214	50	-867.10331
WW_tarseq_419_arrow	3871805	3876968	3874222	50	-1104.56197
WW_tarseq_419_arrow	3877103	3881552	3879408	50	-827.13738
WW_tarseq_419_arrow	3881604	3885190	3883778	50	-1106.02640
WW_tarseq_419_arrow	3885211	3887733	3886629	50	-929.25521
WW_tarseq_419_arrow	3887759	3889601	3888845	50	-677.72893
WW_tarseq_419_arrow	3889608	3892615	3890715	50	-969.09000
WW_tarseq_419_arrow	3892620	3895315	3893862	50	-1086.03696
WW_tarseq_419_arrow	3895356	3900348	3898168	50	-893.43947
WW_tarseq_419_arrow	3900494	3903736	3902187	50	-844.21186
WW_tarseq_419_arrow	3903855	3906433	3905400	50	-900.74686
WW_tarseq_419_arrow	3906604	3910594	3908066	50	-977.69716
WW_tarseq_419_arrow	3910797	3913753	3912269	50	-994.75084
WW_tarseq_419_arrow	3913771	3918152	3916243	50	-784.36646
WW_tarseq_419_arrow	3918158	3921151	3919657	50	-1119.53512
WW_tarseq_419_arrow	3921311	3923543	3922376	50	-1249.42143
WW_tarseq_419_arrow	3923603	3926052	3924972	50	-1166.81249
WW_tarseq_419_arrow	3926108	3929214	3927930	50	-1100.20628
WW_tarseq_419_arrow	3930248	3933642	3931790	50	-852.66489
WW_tarseq_419_arrow	3933649	3937417	3936220	50	-697.89423
WW_tarseq_419_arrow	3937441	3939221	3938139	50	-1119.39197
WW_tarseq_419_arrow	3939262	3941539	3940303	50	-820.20281
WW_tarseq_419_arrow	3941612	3944942	3943212	50	-929.23418
WW_tarseq_419_arrow	3944971	3950135	3947416	50	-1197.33868
WW_tarseq_419_arrow	3950268	3953678	3952068	50	-829.21246
WW_tarseq_419_arrow	3953684	3955988	3955098	50	-807.93387
WW_tarseq_419_arrow	3956039	3958901	3957407	50	-861.12121
WW_tarseq_419_arrow	3959002	3961673	3960512	50	-718.58244
WW_tarseq_419_arrow	3961696	3966005	3963482	50	-628.97168
WW_tarseq_419_arrow	3966031	3967947	3966827	50	-451.62938
WW_tarseq_419_arrow	3967977	3970247	3969077	50	-799.02775
WW_tarseq_419_arrow	3970248	3972600	3971375	50	-811.99202
WW_tarseq_419_arrow	3972628	3981584	3978251	50	-851.14950
WW_tarseq_419_arrow	3981587	3986270	3984921	50	-882.34467
WW_tarseq_419_arrow	3986273	3989989	3987707	50	-929.39530
WW_tarseq_419_arrow	3989990	3992423	3991156	50	-1045.27206
WW_tarseq_419_arrow	3992476	3994468	3993495	50	-1011.21500
WW_tarseq_419_arrow	3994480	3997769	3995867	50	-871.94143
WW_tarseq_419_arrow	3997821	4000193	3998906	50	-732.87322
WW_tarseq_419_arrow	4000589	4003439	4001891	50	-465.44739
WW_tarseq_419_arrow	4003449	4007021	4004859	50	-695.74735
WW_tarseq_419_arrow	4007029	4010394	4008797	50	-724.94935
WW_tarseq_419_arrow	4010403	4014588	4012476	50	-819.09280
WW_tarseq_419_arrow	4014598	4019908	4018229	50	-852.00581
WW_tarseq_419_arrow	4019918	4022739	4021534	50	-1019.90025
WW_tarseq_419_arrow	4022743	4026703	4024575	50	-891.92575
WW_tarseq_419_arrow	4026734	4028926	4027801	50	-1050.62815
WW_tarseq_419_arrow	4028964	4031158	4030044	50	-872.18433
WW_tarseq_419_arrow	4031183	4034975	4032729	50	-1170.65107
WW_tarseq_419_arrow	4035007	4039692	4038145	50	-1014.44066
WW_tarseq_419_arrow	4039744	4042613	4041217	50	-689.38003
WW_tarseq_419_arrow	4043248	4046260	4044606	50	-411.27024
WW_tarseq_419_arrow	4046286	4051049	4047929	50	-714.73647
WW_tarseq_419_arrow	4051237	4052914	4051934	50	-875.24415
WW_tarseq_419_arrow	4052942	4055454	4054058	50	-1129.14242
WW_tarseq_419_arrow	4055467	4057655	4056515	50	-1008.08380
WW_tarseq_419_arrow	4057658	4060400	4059049	50	-821.33055
WW_tarseq_419_arrow	4060411	4062441	4061562	50	-851.91513
WW_tarseq_419_arrow	4062452	4063942	4063348	50	-862.84395
WW_tarseq_419_arrow	4063945	4065750	4064729	50	-788.77761
WW_tarseq_419_arrow	4065758	4070488	4067921	50	-1061.21339
WW_tarseq_419_arrow	4070501	4075801	4073492	50	-1034.30711
WW_tarseq_419_arrow	4075834	4078096	4076864	50	-1054.36303
WW_tarseq_419_arrow	4078104	4081663	4079447	50	-844.22299
WW_tarseq_419_arrow	4081676	4084982	4083611	50	-922.97868
WW_tarseq_419_arrow	4085282	4087648	4086677	50	-1294.56961
WW_tarseq_419_arrow	4087777	4091704	4088776	50	-932.20407
WW_tarseq_419_arrow	4091742	4094177	4092996	50	-996.20014
WW_tarseq_419_arrow	4094179	4098189	4095061	50	-948.68398
WW_tarseq_419_arrow	4098426	4100753	4099593	50	-969.10749
WW_tarseq_419_arrow	4100780	4104540	4102357	50	-995.34323
WW_tarseq_419_arrow	4104549	4108230	4106432	50	-1148.54948
WW_tarseq_419_arrow	4108239	4110027	4109200	50	-1077.57073
WW_tarseq_419_arrow	4110065	4111635	4110814	50	-815.03591
WW_tarseq_419_arrow	4111782	4118673	4116075	50	-754.27513
WW_tarseq_419_arrow	4118688	4121851	4120715	50	-652.01791
WW_tarseq_419_arrow	4121853	4127553	4123742	50	-1175.02553
WW_tarseq_419_arrow	4127566	4130687	4129076	50	-968.13441
WW_tarseq_419_arrow	4130724	4133399	4132367	50	-660.96679
WW_tarseq_419_arrow	4133484	4136188	4134559	50	-748.87100
WW_tarseq_419_arrow	4136194	4137994	4137090	50	-847.51325
WW_tarseq_419_arrow	4138101	4140251	4139236	50	-496.03559
WW_tarseq_419_arrow	4140272	4143634	4141869	50	-661.27281
WW_tarseq_419_arrow	4143767	4146828	4145180	50	-298.39626
WW_tarseq_419_arrow	4146848	4155951	4150012	50	-971.32065
WW_tarseq_419_arrow	4155971	4159739	4157891	50	-821.75781
WW_tarseq_419_arrow	4159788	4163064	4161238	50	-764.31924
WW_tarseq_419_arrow	4163099	4165684	4164364	50	-864.39390
WW_tarseq_419_arrow	4165688	4167164	4166664	50	-904.73796
WW_tarseq_419_arrow	4167209	4170235	4168621	50	-554.90869
WW_tarseq_419_arrow	4170470	4172524	4171637	50	-800.00665
WW_tarseq_419_arrow	4172526	4175279	4173913	50	-756.45824
WW_tarseq_419_arrow	4175341	4178307	4176977	50	-820.71797
WW_tarseq_419_arrow	4178415	4182634	4181716	50	-966.55638
WW_tarseq_419_arrow	4182684	4186235	4184888	50	-632.70581
WW_tarseq_419_arrow	4186238	4190316	4189041	50	-1036.99499
WW_tarseq_419_arrow	4190773	4193392	4192203	50	-986.31673
WW_tarseq_419_arrow	4193396	4197171	4195509	50	-890.69474
WW_tarseq_419_arrow	4197179	4200929	4199005	50	-731.59834
WW_tarseq_419_arrow	4200935	4204849	4203251	50	-774.47450
WW_tarseq_419_arrow	4204851	4206572	4205684	50	-656.27144
WW_tarseq_419_arrow	4206581	4209130	4207754	50	-870.06361
WW_tarseq_419_arrow	4209138	4214688	4211844	50	-1221.37957
WW_tarseq_419_arrow	4214693	4218432	4216282	50	-1037.48245
WW_tarseq_419_arrow	4218507	4221515	4219988	50	-907.17104
WW_tarseq_419_arrow	4221520	4223976	4222581	50	-1008.60965
WW_tarseq_419_arrow	4223992	4234784	4228857	50	-633.09975
WW_tarseq_419_arrow	4234788	4242325	4238624	50	-1123.02465
WW_tarseq_419_arrow	4242330	4244665	4243321	50	-1007.29352
WW_tarseq_419_arrow	4244669	4249821	4246415	50	-1105.98883
WW_tarseq_419_arrow	4249828	4255124	4253327	50	-819.20357
WW_tarseq_419_arrow	4255175	4258439	4257044	50	-1145.55689
WW_tarseq_419_arrow	4258524	4261259	4259560	50	-1044.26851
WW_tarseq_419_arrow	4261279	4265124	4263458	50	-1024.51993
WW_tarseq_419_arrow	4265158	4268198	4266366	50	-1067.24028
